;商品コード,商品名,システム区分,マスター区分,在庫管理,実績管理,単位,入数,規格・型番,色,ｻｲｽﾞ,商品区分１コード,商品区分２コード,商品区分３コード,商品区分４コード,商品区分５コード,税区分,税込区分,単価小数桁,数量小数桁,標準価格,原価,売価１,売価２,売価３,売価４,売価５,倉庫コード,主仕入先コード,在庫単価,仕入単価,売上計算式,仕入計算式,商品項目１,商品項目２,商品項目３,使用区分,商品ｺｰﾄﾞ2,商品ｺｰﾄﾞ3,入数小数桁,箱数小数桁,数量端数,有効期間開始日,有効期間終了日,コメント,商品名２,単位区分２入数,単位区分２単位,単位区分２単位コメント,単位区分３入数,単位区分３単位,単位区分３単位コメント,単位区分４入数,単位区分４単位,単位区分４単位コメント,単位区分５入数,単位区分５単位,単位区分５単位コメント,売上単位区分,仕入単位区分,ロット管理,仕入税込区分,売上税種別,仕入税種別,税種別切替
000605,(使用不可)航空便送料(980),1,1,0,0,,0,,,,0090,0099,0099,0000,0000,2,0,0,0,980,0,980,980,980,0,0,0000,,0,0,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
000610,代引手数料,1,1,0,0,,0,,,,0090,0099,0099,0000,0000,2,0,0,0,500,0,500,500,500,0,0,0000,,0,0,00,00,0,0,0,0,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
000611,代引手数料(改正),1,1,0,0,,0,,,,0090,0099,0097,0000,0000,2,0,0,0,600,0,600,600,600,0,0,0000,,0,0,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
000619,EPSON(ｻｰﾏﾙﾛｰﾙ紙) NTP080*80,0,0,0,0,個,0,,,,0001,0099,0097,0000,0000,2,0,0,0,1500,1050,1500,1500,1200,0,0,0000,310017,1095,1170,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
000621,NEC用ﾘﾗｲﾄｶｰﾄﾞ ﾐｯｸｵﾘｼﾞﾅﾙ,0,0,0,0,ｾｯﾄ,0,,,,0001,0099,0097,0000,0000,2,0,0,0,100000,83000,100000,100000,100000,0,0,0050,150027,83000,83000,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
000622,NEC用ﾘﾗｲﾄｶｰﾄﾞ ｲｰｼﾞｰｵｰﾀﾞｰ(廃盤),0,0,0,0,ｾｯﾄ,1000,,,,0001,0099,0097,0000,0000,2,0,0,0,260000,182000,260000,260000,208000,0,0,0000,,178000,182000,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
000623,NEC用ﾘﾗｲﾄｶｰﾄﾞ ﾕｰｻﾞｰｵﾘｼﾞﾅﾙ(廃盤),0,0,0,0,ｾｯﾄ,1000,,,,0001,0099,0097,0000,0000,2,0,0,0,260000,216000,260000,260000,208000,0,0,0000,,216000,216000,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
000624,NEC用ﾘﾗｲﾄｶｰﾄﾞ ﾕｰｻﾞｰｵﾘｼﾞﾅﾙ 5千(廃盤),0,0,0,0,ｾｯﾄ,5000,,,,0001,0099,0097,0000,0000,2,0,0,0,850000,595000,850000,850000,680000,0,0,0000,,490000,595000,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
000629,SONY(ｶﾗｰﾌﾟﾘﾝﾄﾊﾟｯｸ) UPC-2010,0,0,0,0,個,0,,,,0005,0099,0097,0000,0000,2,0,0,0,9000,6300,9000,9000,7200,0,0,0000,310010,6750,6300,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
000700,運賃(700)使用不可,0,1,0,0,,0,,,,0000,0099,0097,0000,0000,2,0,0,0,700,700,700,700,560,0,0,0000,,0,700,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
000701,ELECOM(10BASE-Tｹｰﾌﾞﾙ) LD-CT/T2,0,0,0,0,個,0,,,,0001,0097,0097,0000,0000,2,0,0,0,0,0,0,0,0,0,0,0000,,190,0,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
000745,SANWA(ﾌﾟﾘﾝﾀｰｹｰﾌﾞﾙ) KPU-PS5K,0,0,0,0,個,0,4000→20160714価格変更,,,0001,0097,0020,0000,0000,2,0,0,0,4300,3010,4300,4300,3440,0,0,0000,,2200,2365,00,00,0,0,0,0,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
000746,SANWA(ﾌﾟﾘﾝﾀｰｹｰﾌﾞﾙ) KPU-PS3K,0,0,0,0,個,0,3000→20160714価格変更,,,0001,0097,0020,0000,0000,2,0,0,0,3200,2240,3200,3200,2560,0,0,0000,,1650,1760,00,00,0,0,0,0,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
000747,SANWA(CRTｹｰﾌﾞﾙ0.75m) KB-CHD1507K,0,0,0,0,個,0,,,,0001,0097,0097,0000,0000,2,0,0,0,2400,1680,2400,2400,1920,0,0,0000,,1439,1680,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
000756,ELECOM(LANｹｰﾌﾞﾙ) LD-CT/T1,0,0,0,0,個,0,,,,0001,0097,0097,0000,0000,2,0,0,0,400,280,400,400,320,0,0,0000,,152,280,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
000785,SANWA(ﾌﾟﾘﾝﾀｰｹｰﾌﾞﾙ) KPU-PS4K,0,0,0,0,本,0,,,,0001,0097,0097,0000,0000,2,0,0,0,3500,2450,3500,3500,2800,0,0,0000,,2061,2450,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
000800,運賃(800)使用不可,0,1,0,0,,0,,,,0000,0099,0097,0000,0000,2,0,0,0,800,800,800,800,640,0,0,0000,,0,800,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
000804,SANWA(ｷｰﾎﾞｰﾄﾞｶﾊﾞｰ) FA-FMV95,0,0,0,0,個,0,,,,0001,0097,0097,0000,0000,2,0,0,0,2200,1540,2200,2200,1760,0,0,0000,,1210,1540,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
000808,CANON(ﾄﾅｰｶｰﾄﾘｯｼﾞ)1542A001/EP-JⅡ,0,0,0,0,個,0,,,,0001,0099,0097,0000,0000,2,0,0,0,22000,15400,22000,22000,17600,0,0,0000,120080,14699,14500,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
000819,SANWA(ﾌﾟﾘﾝﾀｰｹｰﾌﾞﾙ) KPU-PS2K,0,0,0,0,本,0,2500→20160714価格変更,,,0001,0097,0020,0000,0000,2,0,0,0,2700,1890,2700,2700,2160,0,0,0000,,1362,1485,00,00,0,0,0,0,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
000825,CANON(ﾄﾅｰｶｰﾄﾘｯｼﾞ)1541A001/EP-J,0,0,0,0,個,0,,,,0001,0099,0026,0000,0000,2,0,0,0,36000,25200,36000,36000,28800,0,0,0000,,25162,25200,00,00,0,0,0,0,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
000893,ﾛｱｽ(ﾌﾟﾘﾝﾀｰﾗｯｸ) RPX-32,0,0,0,0,個,0,,,,0001,0097,0097,0000,0000,2,0,0,0,16500,11500,16500,16500,13200,0,0,0000,,9075,0,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
000900,運賃(900)使用不可,0,1,0,0,,0,,,,0000,0099,0097,0000,0000,2,0,0,0,900,900,900,900,720,0,0,0000,,0,900,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
000915,ｴｰﾜﾝ(ﾚｰｻﾞｰﾌﾟﾘﾝﾀﾗﾍﾞﾙ21面 20ｼｰﾄ)28383,0,0,0,0,束,0,,,,0001,0099,0035,0000,0000,2,0,0,0,1200,840,1200,1200,960,0,0,0000,350134,840,840,00,00,0,0,0,0,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
000950,運賃(950)使用不可,0,1,0,0,,0,,,,0000,0099,0097,0000,0000,2,0,0,0,950,950,950,950,760,0,0,0000,,0,950,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
000990,ELECOM(LANｹｰﾌﾞﾙ) LD-CT/LG30,0,0,0,0,個,0,,,,0001,0097,0097,0000,0000,2,0,0,0,3300,2310,3300,3300,2640,0,0,0000,,1165,0,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
000993,改正用HIT梱包袋(A4ﾛｺﾞｲﾘ),2,0,0,0,個,0,,,,0030,0035,0097,0000,0000,2,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0000,,46.00,0.00,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
000994,改正用JIC梱包箱（A4ﾛｺﾞｲﾘ),2,0,0,0,個,0,,,,0030,0035,0097,0000,0000,2,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0000,,50.00,0.00,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
000995,改正用JIC梱包袋(A4ﾛｺﾞｲﾘ),2,0,0,0,個,0,,,,0030,0035,0097,0000,0000,2,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0000,,44.09,0.00,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
000996,CANON(ﾄﾅｰｶｰﾄﾘｯｼﾞ)1530A001/EP-V,0,0,0,0,個,0,,,,0001,0099,0026,0000,0000,2,0,0,0,18000,12600,18000,18000,14400,0,0,0000,,12319,12600,00,00,0,0,0,0,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
000997,EPSON(MJｲﾝｸ) MJIC8C,0,0,0,0,個,0,,,,0001,0099,0026,0000,0000,2,0,0,0,2800,1960,2800,2800,2240,0,0,0000,,2064,1960,00,00,0,0,0,0,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
000998,改正用ED梱包箱（A4ﾛｺﾞｲﾘ),2,0,0,0,個,0,,,,0030,0035,0097,0000,0000,2,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0000,,55.66,0.00,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
000999,改正用HIT梱包箱（A4ﾛｺﾞｲﾘ),2,0,0,0,個,0,,,,0030,0035,0097,0000,0000,2,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0000,,47.00,0.00,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
001000,運賃(1000)使用不可,0,1,0,0,,0,,,,0000,0099,0097,0000,0000,2,0,0,0,1000,1000,1000,1000,800,0,0,0000,,0,1000,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
001001,改正梱包材用版下,2,0,1,0,式,0,,,,0001,0035,0097,0000,0000,2,0,0,0,0,0,0,0,0,0,0,0000,,0,0,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
001002,改正用JICﾚﾀｰｹｰｽ（A4新ﾛｺﾞｲﾘ）,2,0,0,0,個,0,,,,0030,0035,0097,0000,0000,2,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0000,,58.99,0.00,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
001003,改正用HITﾚﾀｰｹｰｽ（A4新ﾛｺﾞｲﾘ）,2,0,0,0,個,0,,,,0030,0035,0097,0000,0000,2,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0000,,58.50,0.00,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
001106,郵便番号7桁ｺﾝﾊﾞｰﾄﾌﾟﾛｸﾞﾗﾑ,0,0,1,0,個,0,,,,0030,0040,0097,0000,0000,2,0,0,0,7000,7000,7000,7000,0,0,0,0000,,0,0,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
001108,ﾃﾞﾝﾀﾙｾﾌﾞﾝ 接続許諾料(ﾌﾟﾗﾈｯﾄ社),0,0,1,0,件,0,,,,0001,0001,0099,0000,0000,2,0,0,0,50000,35000,50000,50000,40000,0,0,0000,,0,35000,00,00,0,0,0,0,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
001109,ﾃﾞｰﾀﾘﾝｸﾌﾟﾛｸﾞﾗﾑ開発費,1,0,0,0,件,0,,,,0030,0001,0097,0000,0000,2,0,0,0,0,0,0,0,0,0,0,0000,,0,0,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
001110,さいたま市住所変換ﾌﾟﾛｸﾞﾗﾑ(政令指定),1,0,0,0,件,0,,,,0030,0001,0097,0000,0000,2,0,0,0,3000,3000,0,3000,3000,0,0,0000,,0,0,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
001111,滋賀県住所変換ﾌﾟﾛｸﾞﾗﾑ,1,0,0,0,件,0,,,,0030,0001,0097,0000,0000,2,0,0,0,3000,3000,0,3000,3000,0,0,0000,,0,0,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
001112,静岡県住所変換ﾌﾟﾛｸﾞﾗﾑ,0,0,1,0,件,0,,,,0030,0001,0097,0000,0000,2,0,0,0,3000,3000,0,3000,3000,0,0,0000,,0,3000,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
001113,岩槻区住所変換ﾌﾟﾛｸﾞﾗﾑ,0,0,1,0,件,0,,,,0030,0001,0097,0000,0000,2,0,0,0,3000,3000,0,3000,3000,0,0,0000,,0,3000,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
001114,群馬県住所変換ﾌﾟﾛｸﾞﾗﾑ,0,0,1,0,件,0,,,,0030,0001,0097,0000,0000,2,0,0,0,3000,3000,0,3000,3000,0,0,0000,,0,3000,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
001115,茨城県住所変換ﾌﾟﾛｸﾞﾗﾑ,0,0,1,0,件,0,,,,0030,0001,0097,0000,0000,2,0,0,0,3000,3000,0,3000,3000,0,0,0000,,0,3000,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
001116,栃木県住所変換ﾌﾟﾛｸﾞﾗﾑ,0,0,1,0,件,0,,,,0030,0001,0097,0000,0000,2,0,0,0,3000,3000,0,3000,3000,0,0,0000,,0,3000,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
001117,柏市住所変換ﾌﾟﾛｸﾞﾗﾑ,0,0,1,0,件,0,,,,0030,0001,0097,0000,0000,2,0,0,0,3000,3000,0,3000,3000,0,0,0000,,0,3000,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
001118,埼玉県住所変換ﾌﾟﾛｸﾞﾗﾑ,0,0,1,0,件,0,,,,0030,0001,0097,0000,0000,2,0,0,0,3000,3000,0,3000,3000,0,0,0000,,0,3000,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
001119,堺市住所変換ﾌﾟﾛｸﾞﾗﾑ,0,0,1,0,件,0,,,,0030,0001,0097,0000,0000,2,0,0,0,3000,3000,0,3000,3000,0,0,0000,,0,3000,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
001120,住所変換ﾌﾟﾛｸﾞﾗﾑ手順書,2,0,1,0,件,0,,,,0030,0001,0097,0000,0000,2,0,0,0,0,0,0,0,0,0,0,0000,,0,0,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
001121,住所変換アッセンブリ送料,2,0,1,0,件,0,,,,0030,0001,0097,0000,0000,2,0,0,0,0,430,0,0,0,0,0,0000,,0,430,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
001125,18年6月住所変換ﾌﾟﾛｸﾞﾗﾑ(MET),0,0,1,0,件,0,,,,0030,0001,0097,0000,0000,2,0,0,0,3000,3000,0,3000,3000,0,0,0000,,0,3000,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
001200,運賃(1200)使用不可,0,1,0,0,,0,,,,0000,0099,0097,0000,0000,2,0,0,0,1200,1200,1200,1200,960,0,0,0000,,0,1200,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
001201,出荷代行発送料,2,0,1,0,件,0,,,,0090,0099,0099,0000,0000,2,0,0,0,0,0,0,0,0,0,0,0000,,0,0,00,00,0,0,0,0,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
001202,出荷代行梱包資材,2,0,1,0,,0,,,,0090,0099,0099,0000,0000,2,0,0,0,0,0,0,0,0,0,0,0000,,0,0,00,00,0,0,0,0,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
001355,EPSON MJ-6000C(廃盤),0,0,0,0,個,0,,,,0001,0002,0097,0000,0000,2,0,0,0,99800,69860,99800,99800,79840,0,0,0000,,66566,69860,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
001401,はなはなし,0,0,1,0,部,100,,,,0090,0099,0085,0000,0000,2,0,0,0,0,0,0,0,0,0,0,0000,,0,0,00,00,0,0,0,0,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
001402,「はなはなし」特製ｽﾀﾝﾄﾞ,0,0,0,0,個,0,,,,0090,0099,0097,0000,0000,2,0,0,0,0,0,0,0,0,0,0,0000,,203,0,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
001403,はなはなしｽﾀﾝﾄﾞ発送料,2,0,1,0,件,0,,,,0090,0099,0097,0000,0000,2,0,0,0,0,0,0,0,0,0,0,0000,,0,0,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
001404,はなはなし原稿料,2,0,1,0,件,0,,,,0090,0099,0085,0000,0000,2,0,0,0,0,0,0,0,0,0,0,0000,,0,0,00,00,0,0,0,0,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
001405,はなはなし発送料,2,0,1,0,件,0,,,,0090,0099,0085,0000,0000,2,0,0,0,0,0,0,0,0,0,0,0000,,0,0,00,00,0,0,0,0,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
001500,運賃(1500)使用不可,0,1,0,0,,0,,,,0000,0099,0097,0000,0000,2,0,0,0,1500,1500,1500,1500,1200,0,0,0000,,0,1500,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
001601,ﾅﾙｺｰﾑ ｱﾎﾟﾃﾞﾝﾄ 月額(受託仕入),2,0,1,0,件,0,,,,0003,0102,0211,0000,0010,2,0,0,0,0,4000,0,0,0,0,0,0000,,0,0,00,00,0,0,0,0,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
001602,ﾅﾙｺｰﾑ 達人ﾌﾟﾗｽ月額（受託仕入）,2,0,1,0,件,0,,,,0003,0102,0211,0000,0010,2,0,0,0,0,2660,0,0,0,0,0,0000,,0,0,00,00,0,0,0,0,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
001603,ﾅﾙｺｰﾑ ﾌﾟﾛｾｼｱVersion2月額（受託仕入）,2,0,1,0,件,0,,,,0003,0102,0211,0000,0010,2,0,0,0,0,1580,0,0,0,0,0,0000,,0,0,00,00,0,0,0,0,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
001604,ﾅﾙｺｰﾑ 達人ﾌﾟﾗｽ 月額（受託仕入）,2,0,1,0,件,0,,,,0003,0102,0211,0000,0010,2,0,0,0,0,4800,0,0,0,0,0,0000,,0,0,00,00,0,0,0,0,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
001605,ﾅﾙｺｰﾑ ｸﾗｳﾄﾞBKUP10G 月額(受託仕入),2,0,1,0,件,0,,,,0003,0102,0211,0000,0010,2,0,0,0,0,480,0,0,0,0,0,0000,,0,0,00,00,0,0,0,0,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
001610,ﾅﾙｺｰﾑ ﾎｰﾑﾍﾟｰｼﾞ保守1年（受託仕入）,2,0,1,0,件,0,,,,0030,0102,0097,0000,0010,2,0,0,0,0,104500,0,0,0,0,0,0000,,0,0,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
001611,ﾅﾙｺｰﾑ ﾎｰﾑﾍﾟｰｼﾞ保守1月（受託仕入）,2,0,1,0,件,0,,,,0030,0102,0211,0000,0010,2,0,0,0,0,9500,0,0,0,0,0,0000,,0,0,00,00,0,0,0,0,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
001612,ﾅﾙｺｰﾑ ﾎｰﾑﾍﾟｰｼﾞｽﾏﾎ保守1月（受託仕入）,2,0,1,0,件,0,,,,0030,0102,0211,0000,0010,2,0,0,0,0,4500,0,0,0,0,0,0000,,0,0,00,00,0,0,0,0,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
001621,りすとん (月額)受託仕入,2,0,1,0,,0,,,,0003,0001,0097,0000,0000,2,0,0,0,0,350,0,0,0,0,0,0000,,0,350,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
001622,問心伝 (月額)受託仕入,2,0,1,0,,0,,,,0003,0001,0097,0000,0000,2,0,0,0,0,400,0,0,0,0,0,0000,,0,400,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
001623,ﾅﾙｺｰﾑ ｱﾎﾟﾃﾞﾝﾄSMS 月額(受託仕入),2,0,1,0,件,0,,,,0003,0102,0211,0000,0010,2,0,0,0,0,1600,0,0,0,0,0,0000,,0,0,00,00,0,0,0,0,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
001624,ﾅﾙｺｰﾑ ｱﾎﾟﾃﾞﾝﾄ自動ﾎﾞｲｽ 月額(受託仕入),2,0,1,0,件,0,,,,0003,0102,0097,0000,0010,2,0,0,0,0,1600,0,0,0,0,0,0000,,0,0,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
001625,ﾅﾙｺｰﾑ ｱﾎﾟﾃﾞﾝﾄ LINEｻｰﾋﾞｽ (月額),2,0,1,0,件,0,,,,0003,0001,0097,0000,0010,2,0,0,0,0,4000,0,0,0,0,0,0000,,0,0,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
001631,BBWorks365 Small Biz Pr(受託仕入),2,0,1,0,,0,,,,0030,0101,0212,0000,0000,2,1,0,0,0,1082,0,0,0,0,0,0000,,0,1082,00,00,0,0,0,0,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,1,0,0,1
001632,BBWorks365 Small Biz Pr(受託仕入),2,0,1,0,,0,,,,0030,0101,0212,0000,0000,2,1,0,0,0,1145,0,0,0,0,0,0000,,0,1145,00,00,0,0,0,0,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,1,0,0,1
001633,BBWorks365 ProPlus(受託仕入),2,0,1,0,,0,,,,0030,0101,0212,0000,0000,2,1,0,0,0,1179,0,0,0,0,0,0000,,0,1179,00,00,0,0,0,0,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,1,0,0,1
001634,BBWorks365 Business(受託仕入）,2,0,1,0,,0,,,,0030,0101,0212,0000,0000,2,1,0,0,0,810,0,0,0,0,0,0000,,0,810,00,00,0,0,0,0,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,1,0,0,1
001635,BBWorks365 Small Biz Pr(受託仕入),2,0,1,0,,0,,,,0030,0101,0212,0000,0000,2,1,0,0,0,3672,0,0,0,0,0,0000,,0,3672,00,00,0,0,0,0,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,1,0,0,1
001801,ｸﾞﾛｰﾘｰ 紙幣つり銭機 RAD-300,0,4,0,0,,0,,,,0000,0000,0000,0000,0000,0,0,0,0,0,0,0,0,0,0,0,0000,,0,0,00,00,0,0,0,0,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
001802,ｸﾞﾛｰﾘｰ 硬貨つり銭機 RT-300,0,4,0,0,,0,,,,0000,0000,0000,0000,0000,0,0,0,0,0,0,0,0,0,0,0,0000,,0,0,00,00,0,0,0,0,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
001803,ｸﾞﾛｰﾘｰ RT/RAD-300一体型上部ｶﾊﾞｰ,0,4,0,0,,0,,,,0000,0000,0000,0000,0000,0,0,0,0,0,0,0,0,0,0,0,0000,,0,0,00,00,0,0,0,0,,,0,0,0,0,0,,MD/WD-300UC,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
001804,ｸﾞﾛｰﾘｰ 薄型ﾄﾞﾛｱ MD-300,0,4,0,0,,0,,,,0000,0000,0000,0000,0000,0,0,0,0,0,0,0,0,0,0,0,0000,,0,0,00,00,0,0,0,0,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
001805,ｸﾞﾛｰﾘｰ MD-300後面ｶﾊﾞｰ MD-300RC,0,4,0,0,,0,,,,0000,0000,0000,0000,0000,0,0,0,0,0,0,0,0,0,0,0,0000,,0,0,00,00,0,0,0,0,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
